date,datetime,cash_type,money,coffee_name,year,month,day,hour,price_band,city
07-07-2024,28:48.9,card,51.2,Cappuccino,2024,July,7,9,Medium,Pune
07-07-2024,29:56.2,card,75.35,Cappuccino,2024,July,7,9,Medium,Mumbai
07-07-2024,56:30.2,card,14.41,Hot Chocolate,2024,July,7,14,Low,Jaipur
07-07-2024,57:47.4,card,229.43,Cocoa,2024,July,7,14,Premium,Mumbai
07-07-2024,07:50.3,card,38.26,Latte,2024,July,7,17,Low,Mumbai
07-07-2024,33:27.2,card,148.36,Cappuccino,2024,July,7,19,High,Pune
07-07-2024,01:31.7,card,75.77,Hot Chocolate,2024,July,7,20,Medium,Delhi
07-07-2024,33:36.3,card,143,Americano with Milk,2024,July,7,22,High,Hyderabad
08-07-2024,33:07.7,card,166.34,Latte,2024,July,8,7,Premium,Ahmedabad
08-07-2024,02:50.4,card,209.14,Americano,2024,July,8,12,Premium,Ahmedabad
08-07-2024,40:24.3,card,59.54,Americano,2024,July,8,14,Medium,Bangalore
08-07-2024,30:35.0,card,12.64,Americano with Milk,2024,July,8,19,Low,Pune
08-07-2024,14:46.2,card,42.85,Latte,2024,July,8,22,Low,Bangalore
09-07-2024,26:52.1,card,226,Americano with Milk,2024,July,9,10,Premium,Kolkata
09-07-2024,40:28.8,card,219.73,Americano with Milk,2024,July,9,10,Premium,Kolkata
09-07-2024,21:36.1,card,153.38,Americano with Milk,2024,July,9,11,Premium,Bangalore
09-07-2024,22:49.9,card,154.12,Cappuccino,2024,July,9,11,Premium,Pune
09-07-2024,42:59.5,card,169.61,Americano with Milk,2024,July,9,16,Premium,Bangalore
10-07-2024,10:41.7,card,52.09,Americano,2024,July,10,11,Medium,Ahmedabad
10-07-2024,28:53.7,card,229.46,Americano with Milk,2024,July,10,12,Premium,Kochi
10-07-2024,13:10.0,card,110.5,Latte,2024,July,10,22,High,Chennai
11-07-2024,27:27.6,card,101.95,Hot Chocolate,2024,July,11,11,High,Mumbai
11-07-2024,48:18.7,card,134.54,Americano with Milk,2024,July,11,16,High,Chennai
11-07-2024,22:13.6,card,21.27,Latte,2024,July,11,22,Low,Pune
11-07-2024,30:58.5,card,49.91,Americano,2024,July,11,22,Low,Chennai
12-07-2024,03:17.5,card,187.13,Cortado,2024,July,12,8,Premium,Kolkata
12-07-2024,48:33.4,card,29.87,Hot Chocolate,2024,July,12,11,Low,Jaipur
12-07-2024,33:25.6,card,154.76,Hot Chocolate,2024,July,12,22,Premium,Mumbai
12-07-2024,34:14.3,card,68.88,Hot Chocolate,2024,July,12,22,Medium,Hyderabad
12-07-2024,35:29.5,card,103.43,Hot Chocolate,2024,July,12,22,High,Pune
13-07-2024,38:10.3,card,79.29,Latte,2024,July,13,10,Medium,Mumbai
13-07-2024,41:38.1,card,95.36,Latte,2024,July,13,11,Medium,Chennai
14-07-2024,54:24.3,card,182.57,Americano,2024,July,14,10,Premium,Kolkata
14-07-2024,55:30.5,card,81.31,Americano with Milk,2024,July,14,10,Medium,Delhi
14-07-2024,56:30.3,card,145.94,Cappuccino,2024,July,14,10,High,Kochi
14-07-2024,57:54.1,card,124.25,Latte,2024,July,14,10,High,Hyderabad
14-07-2024,02:11.8,card,169.28,Americano,2024,July,14,11,Premium,Kochi
14-07-2024,31:30.0,card,234.84,Latte,2024,July,14,22,Premium,Mumbai
15-07-2024,33:05.6,card,185.82,Cappuccino,2024,July,15,7,Premium,Kolkata
16-07-2024,23:37.5,card,61.59,Americano with Milk,2024,July,16,12,Medium,Kolkata
16-07-2024,29:25.5,card,17.48,Hot Chocolate,2024,July,16,19,Low,Chennai
17-07-2024,04:59.7,card,72.94,Americano with Milk,2024,July,17,13,Medium,Ahmedabad
18-07-2024,10:13.4,card,152.82,Americano with Milk,2024,July,18,11,Premium,Chennai
18-07-2024,11:23.4,card,22.34,Espresso,2024,July,18,11,Low,Ahmedabad
18-07-2024,32:59.6,card,129.13,Americano,2024,July,18,11,High,Ahmedabad
18-07-2024,34:48.4,card,153.24,Americano,2024,July,18,11,Premium,Hyderabad
18-07-2024,35:51.5,card,90.22,Cortado,2024,July,18,11,Medium,Chennai
18-07-2024,23:33.8,card,195.02,Latte,2024,July,18,13,Premium,Delhi
18-07-2024,18:23.4,card,35.58,Cappuccino,2024,July,18,18,Low,Bangalore
18-07-2024,30:50.6,card,28.03,Latte,2024,July,18,19,Low,Bangalore
18-07-2024,19:41.8,card,184.77,Hot Chocolate,2024,July,18,21,Premium,Chennai
18-07-2024,21:59.9,card,128.92,Latte,2024,July,18,21,High,Chennai
18-07-2024,46:18.7,card,175.22,Latte,2024,July,18,21,Premium,Kochi
19-07-2024,03:02.3,card,114.36,Americano,2024,July,19,11,High,Hyderabad
19-07-2024,16:20.5,card,69.14,Americano with Milk,2024,July,19,11,Medium,Chennai
19-07-2024,58:37.6,card,206.58,Latte,2024,July,19,12,Premium,Kochi
19-07-2024,59:55.4,card,201.86,Americano with Milk,2024,July,19,12,Premium,Ahmedabad
19-07-2024,09:20.7,card,176.73,Latte,2024,July,19,14,Premium,Kolkata
19-07-2024,11:22.1,card,75.31,Cocoa,2024,July,19,14,Medium,Kolkata
19-07-2024,36:19.3,card,151.66,Latte,2024,July,19,16,Premium,Ahmedabad
19-07-2024,37:35.8,card,96.63,Latte,2024,July,19,16,Medium,Pune
20-07-2024,05:44.5,card,31.98,Americano,2024,July,20,8,Low,Kochi
20-07-2024,06:48.7,card,230.16,Latte,2024,July,20,8,Premium,Kochi
20-07-2024,07:51.4,card,42.84,Americano,2024,July,20,8,Low,Ahmedabad
20-07-2024,00:53.6,card,238.06,Latte,2024,July,20,9,Premium,Delhi
20-07-2024,02:27.8,card,117.04,Latte,2024,July,20,9,High,Jaipur
20-07-2024,39:21.0,card,54.43,Americano,2024,July,20,10,Medium,Mumbai
20-07-2024,15:09.2,card,140.06,Latte,2024,July,20,15,High,Ahmedabad
21-07-2024,30:55.8,card,219.51,Cocoa,2024,July,21,10,Premium,Chennai
21-07-2024,39:28.8,card,185.73,Cappuccino,2024,July,21,11,Premium,Chennai
21-07-2024,34:30.8,card,203.57,Cortado,2024,July,21,13,Premium,Hyderabad
21-07-2024,42:31.4,card,168.11,Latte,2024,July,21,13,Premium,Ahmedabad
22-07-2024,13:23.1,card,176.15,Americano,2024,July,22,8,Premium,Hyderabad
22-07-2024,40:49.6,card,213.81,Americano,2024,July,22,8,Premium,Ahmedabad
22-07-2024,15:37.3,card,69.92,Americano with Milk,2024,July,22,10,Medium,Kochi
22-07-2024,44:37.6,card,127.46,Latte,2024,July,22,16,High,Mumbai
23-07-2024,12:56.2,card,63.09,Latte,2024,July,23,8,Medium,Kochi
23-07-2024,40:19.0,card,247.04,Americano,2024,July,23,8,Premium,Jaipur
23-07-2024,44:53.8,card,236.57,Americano with Milk,2024,July,23,8,Premium,Kolkata
23-07-2024,49:25.1,card,19.46,Cocoa,2024,July,23,8,Low,Bangalore
23-07-2024,51:10.4,card,179.34,Latte,2024,July,23,8,Premium,Ahmedabad
23-07-2024,01:45.7,card,232.06,Americano,2024,July,23,9,Premium,Jaipur
23-07-2024,03:36.5,card,53.34,Americano with Milk,2024,July,23,10,Medium,Kolkata
23-07-2024,20:05.0,card,146.31,Americano with Milk,2024,July,23,15,High,Pune
23-07-2024,21:01.3,card,229.72,Latte,2024,July,23,15,Premium,Mumbai
23-07-2024,01:40.6,card,18.15,Latte,2024,July,23,21,Low,Hyderabad
23-07-2024,23:13.5,card,177.38,Americano,2024,July,23,21,Premium,Hyderabad
23-07-2024,24:22.6,card,81.36,Americano,2024,July,23,21,Medium,Kochi
24-07-2024,16:09.8,card,231.86,Americano with Milk,2024,July,24,9,Premium,Chennai
24-07-2024,38:55.0,card,243.05,Americano with Milk,2024,July,24,9,Premium,Kolkata
24-07-2024,54:37.5,card,236.62,Espresso,2024,July,24,9,Premium,Pune
24-07-2024,43:53.1,card,123.81,Cappuccino,2024,July,24,11,High,Jaipur
24-07-2024,55:13.8,card,216.89,Latte,2024,July,24,13,Premium,Mumbai
24-07-2024,45:49.8,card,212.69,Espresso,2024,July,24,14,Premium,Kolkata
24-07-2024,18:30.5,card,86.58,Latte,2024,July,24,15,Medium,Pune
24-07-2024,15:05.7,card,208.94,Cappuccino,2024,July,24,19,Premium,Bangalore
24-07-2024,16:59.8,card,18.88,Cappuccino,2024,July,24,19,Low,Ahmedabad
24-07-2024,17:36.8,card,153.1,Americano with Milk,2024,July,24,21,Premium,Hyderabad
24-07-2024,18:41.3,card,65.2,Americano,2024,July,24,21,Medium,Jaipur
24-07-2024,25:17.5,card,38.94,Americano,2024,July,24,21,Low,Hyderabad
25-07-2024,54:47.9,card,28.47,Americano,2024,July,25,7,Low,Jaipur
25-07-2024,49:18.4,card,177.11,Latte,2024,July,25,8,Premium,Kochi
25-07-2024,29:44.6,card,91.57,Americano with Milk,2024,July,25,10,Medium,Chennai
25-07-2024,26:04.7,card,183.94,Americano,2024,July,25,11,Premium,Jaipur
25-07-2024,25:06.5,card,25.69,Cappuccino,2024,July,25,15,Low,Hyderabad
25-07-2024,21:00.8,card,85.67,Cappuccino,2024,July,25,19,Medium,Kochi
25-07-2024,06:01.3,card,139.48,Cortado,2024,July,25,21,High,Jaipur
25-07-2024,06:50.0,card,199.77,Espresso,2024,July,25,21,Premium,Bangalore
25-07-2024,38:51.3,card,86.5,Cortado,2024,July,25,22,Medium,Chennai
25-07-2024,39:46.8,card,160.21,Cocoa,2024,July,25,22,Premium,Jaipur
26-07-2024,33:01.3,card,222.63,Latte,2024,July,26,8,Premium,Kochi
26-07-2024,19:37.4,card,157.81,Americano with Milk,2024,July,26,9,Premium,Kolkata
26-07-2024,20:34.3,card,65.91,Espresso,2024,July,26,9,Medium,Delhi
26-07-2024,33:11.5,card,15.86,Cortado,2024,July,26,9,Low,Pune
26-07-2024,34:16.6,card,218.82,Cortado,2024,July,26,9,Premium,Delhi
26-07-2024,59:07.9,card,15.1,Latte,2024,July,26,9,Low,Delhi
26-07-2024,00:02.7,card,219.93,Latte,2024,July,26,10,Premium,Mumbai
26-07-2024,47:13.9,card,136.94,Americano with Milk,2024,July,26,11,High,Bangalore
26-07-2024,07:01.7,card,235.38,Americano with Milk,2024,July,26,12,Premium,Kolkata
26-07-2024,28:08.0,card,201.71,Cappuccino,2024,July,26,12,Premium,Ahmedabad
26-07-2024,29:17.7,card,249.5,Cappuccino,2024,July,26,12,Premium,Jaipur
26-07-2024,09:56.1,card,94.17,Latte,2024,July,26,13,Medium,Pune
26-07-2024,23:29.3,card,194.13,Americano,2024,July,26,17,Premium,Chennai
26-07-2024,58:29.2,card,106.46,Cappuccino,2024,July,26,17,High,Kolkata
26-07-2024,15:09.6,card,125.17,Latte,2024,July,26,21,High,Hyderabad
26-07-2024,49:52.3,card,160.6,Americano with Milk,2024,July,26,22,Premium,Ahmedabad
27-07-2024,09:16.5,card,219.68,Cappuccino,2024,July,27,9,Premium,Mumbai
27-07-2024,55:31.4,card,246.18,Americano with Milk,2024,July,27,11,Premium,Mumbai
27-07-2024,25:10.1,card,194.39,Americano with Milk,2024,July,27,12,Premium,Kolkata
27-07-2024,26:13.2,card,110.26,Espresso,2024,July,27,12,High,Kochi
27-07-2024,33:23.1,card,111.13,Americano with Milk,2024,July,27,12,High,Delhi
27-07-2024,28:41.9,card,187.02,Espresso,2024,July,27,14,Premium,Hyderabad
27-07-2024,51:53.2,card,67.31,Latte,2024,July,27,14,Medium,Mumbai
27-07-2024,02:33.4,card,36.51,Cappuccino,2024,July,27,17,Low,Pune
27-07-2024,03:39.1,card,95.11,Cappuccino,2024,July,27,17,Medium,Mumbai
27-07-2024,09:00.4,card,78.94,Americano with Milk,2024,July,27,17,Medium,Chennai
27-07-2024,10:08.1,card,81.11,Americano with Milk,2024,July,27,17,Medium,Jaipur
27-07-2024,55:20.2,card,66.07,Latte,2024,July,27,20,Medium,Mumbai
27-07-2024,56:23.9,card,20.1,Cappuccino,2024,July,27,22,Low,Chennai
28-07-2024,07:25.9,card,14.29,Espresso,2024,July,28,11,Low,Kolkata
28-07-2024,17:54.2,card,247.05,Americano with Milk,2024,July,28,14,Premium,Kolkata
28-07-2024,18:52.2,card,112.67,Latte,2024,July,28,14,High,Ahmedabad
29-07-2024,12:06.4,card,102.24,Latte,2024,July,29,8,High,Mumbai
29-07-2024,04:48.0,card,173.12,Americano,2024,July,29,9,Premium,Pune
29-07-2024,15:46.2,card,62.38,Americano with Milk,2024,July,29,9,Medium,Mumbai
29-07-2024,19:44.1,card,237.99,Americano,2024,July,29,9,Premium,Pune
29-07-2024,51:24.7,card,198.72,Americano with Milk,2024,July,29,9,Premium,Bangalore
29-07-2024,58:29.6,card,31.46,Cappuccino,2024,July,29,9,Low,Ahmedabad
29-07-2024,43:44.0,card,110.22,Hot Chocolate,2024,July,29,10,High,Bangalore
29-07-2024,44:55.8,card,220.99,Hot Chocolate,2024,July,29,10,Premium,Mumbai
29-07-2024,06:31.1,card,236.74,Cappuccino,2024,July,29,19,Premium,Ahmedabad
29-07-2024,30:16.3,card,122.18,Americano,2024,July,29,19,High,Bangalore
29-07-2024,57:34.4,card,157.22,Cocoa,2024,July,29,21,Premium,Delhi
30-07-2024,41:10.9,card,50.09,Americano with Milk,2024,July,30,7,Medium,Mumbai
30-07-2024,05:07.2,card,247.88,Cortado,2024,July,30,8,Premium,Bangalore
30-07-2024,20:51.1,card,65.6,Cappuccino,2024,July,30,8,Medium,Delhi
30-07-2024,13:43.2,card,236.26,Americano with Milk,2024,July,30,9,Premium,Delhi
30-07-2024,17:11.1,card,165.92,Cortado,2024,July,30,10,Premium,Kolkata
30-07-2024,19:34.2,card,155.86,Americano with Milk,2024,July,30,10,Premium,Mumbai
30-07-2024,23:20.1,card,133.05,Latte,2024,July,30,10,High,Delhi
30-07-2024,12:07.4,card,65.36,Americano,2024,July,30,11,Medium,Kolkata
30-07-2024,13:16.2,card,52.37,Espresso,2024,July,30,11,Medium,Bangalore
30-07-2024,14:41.7,card,62.92,Americano with Milk,2024,July,30,11,Medium,Chennai
30-07-2024,16:01.6,card,54.75,Americano with Milk,2024,July,30,11,Medium,Mumbai
30-07-2024,30:34.7,card,197.1,Americano with Milk,2024,July,30,11,Premium,Ahmedabad
30-07-2024,31:40.8,card,94.03,Americano with Milk,2024,July,30,11,Medium,Pune
30-07-2024,08:07.5,card,23.88,Latte,2024,July,30,12,Low,Pune
30-07-2024,16:09.6,card,242.58,Americano with Milk,2024,July,30,15,Premium,Bangalore
30-07-2024,08:52.9,card,222.11,Cortado,2024,July,30,16,Premium,Kochi
30-07-2024,09:43.6,card,232.66,Americano with Milk,2024,July,30,16,Premium,Kochi
30-07-2024,24:19.9,card,248.78,Espresso,2024,July,30,20,Premium,Bangalore
30-07-2024,53:51.9,card,51.73,Americano with Milk,2024,July,30,20,Medium,Delhi
30-07-2024,54:46.3,card,105.1,Americano with Milk,2024,July,30,20,High,Mumbai
30-07-2024,57:02.3,card,191.98,Americano with Milk,2024,July,30,20,Premium,Pune
30-07-2024,33:19.2,card,177.04,Latte,2024,July,30,21,Premium,Pune
30-07-2024,15:21.5,card,46.94,Americano,2024,July,30,22,Low,Delhi
30-07-2024,16:19.3,card,205.8,Cappuccino,2024,July,30,22,Premium,Pune
31-07-2024,59:52.1,card,63.87,Americano with Milk,2024,July,31,7,Medium,Ahmedabad
31-07-2024,37:41.9,card,63.72,Americano with Milk,2024,July,31,8,Medium,Mumbai
31-07-2024,38:38.2,card,138.87,Americano with Milk,2024,July,31,8,High,Jaipur
31-07-2024,54:45.3,card,152.31,Americano,2024,July,31,9,Premium,Pune
31-07-2024,55:45.1,card,149.22,Americano,2024,July,31,9,High,Bangalore
31-07-2024,58:15.9,card,31.96,Americano with Milk,2024,July,31,9,Low,Ahmedabad
31-07-2024,11:42.6,card,220.59,Cocoa,2024,July,31,13,Premium,Pune
31-07-2024,14:00.3,card,73.74,Latte,2024,July,31,13,Medium,Ahmedabad
31-07-2024,24:49.4,card,41.08,Americano with Milk,2024,July,31,13,Low,Kolkata
31-07-2024,48:06.8,card,223.3,Cortado,2024,July,31,17,Premium,Jaipur
31-07-2024,04:15.0,card,239.36,Latte,2024,July,31,18,Premium,Hyderabad
31-07-2024,22:38.9,card,216.91,Cortado,2024,July,31,19,Premium,Bangalore
31-07-2024,28:45.1,card,204.28,Latte,2024,July,31,19,Premium,Bangalore
31-07-2024,46:42.4,card,167.26,Cocoa,2024,July,31,20,Premium,Mumbai
31-07-2024,50:07.4,card,142.21,Cortado,2024,July,31,20,High,Ahmedabad
31-07-2024,51:10.4,card,30.88,Latte,2024,July,31,20,Low,Delhi
31-07-2024,52:14.8,card,108.03,Cappuccino,2024,July,31,20,High,Bangalore
31-07-2024,53:35.1,card,99.45,Cortado,2024,July,31,20,Medium,Ahmedabad
31-07-2024,59:25.0,card,72.34,Americano with Milk,2024,July,31,20,Medium,Ahmedabad
31-07-2024,26:26.0,card,183.62,Latte,2024,July,31,21,Premium,Chennai
31-07-2024,54:11.8,card,129.01,Latte,2024,July,31,21,High,Chennai
31-07-2024,55:16.6,card,29.45,Latte,2024,July,31,21,Low,Hyderabad
01-08-2024,31:00.1,card,62.84,Americano with Milk,2024,August,1,7,Medium,Kolkata
01-08-2024,25:20.1,card,173.98,Americano with Milk,2024,August,1,9,Premium,Hyderabad
01-08-2024,04:14.1,card,28.27,Americano with Milk,2024,August,1,11,Low,Pune
01-08-2024,22:46.4,card,214.29,Americano with Milk,2024,August,1,11,Premium,Delhi
01-08-2024,22:46.6,card,128.84,Cortado,2024,August,1,13,High,Pune
01-08-2024,23:37.3,card,125.34,Cappuccino,2024,August,1,13,High,Kochi
01-08-2024,49:07.3,card,152.18,Cappuccino,2024,August,1,13,Premium,Pune
01-08-2024,43:43.8,card,207.92,Americano with Milk,2024,August,1,15,Premium,Mumbai
01-08-2024,24:00.7,card,93.47,Americano with Milk,2024,August,1,16,Medium,Pune
01-08-2024,26:07.3,card,172.72,Americano,2024,August,1,16,Premium,Hyderabad
01-08-2024,23:35.2,card,145.78,Americano,2024,August,1,17,High,Bangalore
01-08-2024,41:28.1,card,74.09,Cappuccino,2024,August,1,20,Medium,Bangalore
02-08-2024,01:54.2,card,220.87,Americano with Milk,2024,August,2,9,Premium,Chennai
02-08-2024,35:02.9,card,201.38,Americano with Milk,2024,August,2,9,Premium,Delhi
02-08-2024,09:19.5,card,168.03,Cortado,2024,August,2,11,Premium,Delhi
02-08-2024,08:35.3,card,214.14,Americano with Milk,2024,August,2,18,Premium,Mumbai
02-08-2024,23:04.4,card,218.15,Latte,2024,August,2,21,Premium,Hyderabad
03-08-2024,53:46.7,card,180.01,Americano with Milk,2024,August,3,8,Premium,Chennai
03-08-2024,37:19.2,card,210.88,Americano with Milk,2024,August,3,9,Premium,Kochi
03-08-2024,38:41.0,card,177.39,Americano with Milk,2024,August,3,9,Premium,Delhi
03-08-2024,12:25.6,card,173.23,Americano with Milk,2024,August,3,10,Premium,Bangalore
03-08-2024,20:26.6,card,158.47,Cortado,2024,August,3,11,Premium,Pune
03-08-2024,21:22.0,card,190.65,Cortado,2024,August,3,11,Premium,Pune
03-08-2024,56:36.6,card,48.07,Espresso,2024,August,3,11,Low,Chennai
03-08-2024,57:31.3,card,221.41,Americano with Milk,2024,August,3,11,Premium,Hyderabad
03-08-2024,03:35.8,card,219.24,Americano with Milk,2024,August,3,12,Premium,Hyderabad
03-08-2024,53:59.9,card,17.02,Americano with Milk,2024,August,3,16,Low,Kolkata
03-08-2024,38:42.0,card,208.2,Cappuccino,2024,August,3,18,Premium,Jaipur
03-08-2024,30:49.0,card,40.93,Latte,2024,August,3,21,Low,Delhi
03-08-2024,33:06.3,card,90.43,Latte,2024,August,3,21,Medium,Hyderabad
04-08-2024,18:37.3,card,188.44,Cappuccino,2024,August,4,8,Premium,Bangalore
04-08-2024,37:51.1,card,48.58,Americano with Milk,2024,August,4,10,Low,Chennai
04-08-2024,50:54.6,card,206.31,Cappuccino,2024,August,4,11,Premium,Kochi
04-08-2024,52:33.0,card,209.71,Americano with Milk,2024,August,4,11,Premium,Kolkata
04-08-2024,33:52.1,card,131.79,Cappuccino,2024,August,4,15,High,Ahmedabad
04-08-2024,35:05.9,card,11.53,Cappuccino,2024,August,4,15,Low,Mumbai
05-08-2024,50:05.8,card,78.89,Cortado,2024,August,5,8,Medium,Kochi
05-08-2024,19:19.2,card,158.06,Americano with Milk,2024,August,5,9,Premium,Ahmedabad
05-08-2024,20:47.4,card,245.48,Cortado,2024,August,5,11,Premium,Pune
05-08-2024,45:22.5,card,161.64,Cappuccino,2024,August,5,13,Premium,Mumbai
05-08-2024,05:57.7,card,72.35,Latte,2024,August,5,16,Medium,Delhi
05-08-2024,07:18.8,card,162.16,Latte,2024,August,5,16,Premium,Bangalore
05-08-2024,44:24.5,card,139.6,Latte,2024,August,5,17,High,Mumbai
05-08-2024,45:32.1,card,197.16,Americano with Milk,2024,August,5,17,Premium,Jaipur
05-08-2024,20:02.7,card,35.68,Latte,2024,August,5,19,Low,Ahmedabad
05-08-2024,34:51.5,card,192.65,Latte,2024,August,5,19,Premium,Delhi
05-08-2024,49:30.9,card,139.9,Cocoa,2024,August,5,20,High,Jaipur
05-08-2024,50:21.9,card,241.12,Cocoa,2024,August,5,20,Premium,Pune
05-08-2024,43:48.2,card,92.05,Americano with Milk,2024,August,5,22,Medium,Jaipur
06-08-2024,21:03.3,card,161.83,Cortado,2024,August,6,10,Premium,Kolkata
06-08-2024,32:32.3,card,233.69,Hot Chocolate,2024,August,6,10,Premium,Kolkata
06-08-2024,40:49.2,card,34.6,Cappuccino,2024,August,6,17,Low,Chennai
06-08-2024,42:52.7,card,234.93,Latte,2024,August,6,17,Premium,Kochi
06-08-2024,44:05.1,card,175.09,Cocoa,2024,August,6,17,Premium,Kochi
06-08-2024,04:04.5,card,26.28,Latte,2024,August,6,19,Low,Delhi
06-08-2024,05:23.1,card,82.23,Americano with Milk,2024,August,6,19,Medium,Pune
06-08-2024,04:27.1,card,179.96,Latte,2024,August,6,20,Premium,Hyderabad
07-08-2024,55:48.5,card,26.16,Americano with Milk,2024,August,7,8,Low,Kolkata
07-08-2024,12:26.8,card,149.72,Americano,2024,August,7,12,High,Delhi
07-08-2024,13:40.7,card,93.01,Americano,2024,August,7,12,Medium,Hyderabad
07-08-2024,11:16.2,card,159.02,Espresso,2024,August,7,13,Premium,Kochi
07-08-2024,19:01.7,card,20.98,Americano,2024,August,7,16,Low,Chennai
07-08-2024,36:22.7,card,219.17,Latte,2024,August,7,19,Premium,Jaipur
07-08-2024,40:09.3,card,243.64,Cocoa,2024,August,7,20,Premium,Kolkata
07-08-2024,18:12.0,card,242.53,Cappuccino,2024,August,7,21,Premium,Delhi
07-08-2024,28:56.7,card,189.92,Latte,2024,August,7,22,Premium,Mumbai
07-08-2024,32:16.0,card,41.22,Latte,2024,August,7,22,Low,Hyderabad
08-08-2024,46:36.2,card,191.98,Espresso,2024,August,8,8,Premium,Jaipur
08-08-2024,47:28.7,card,15.9,Cortado,2024,August,8,8,Low,Kolkata
08-08-2024,27:05.4,card,15.31,Americano with Milk,2024,August,8,12,Low,Kochi
08-08-2024,43:19.6,card,87.67,Cortado,2024,August,8,12,Medium,Pune
08-08-2024,44:15.0,card,127.27,Cortado,2024,August,8,12,High,Hyderabad
08-08-2024,57:53.3,card,194.9,Cappuccino,2024,August,8,16,Premium,Kochi
08-08-2024,17:51.7,card,173.99,Cappuccino,2024,August,8,17,Premium,Kolkata
08-08-2024,25:59.3,card,117.02,Americano with Milk,2024,August,8,21,High,Hyderabad
09-08-2024,35:22.3,card,75.67,Latte,2024,August,9,7,Medium,Jaipur
09-08-2024,53:34.6,card,249.31,Americano,2024,August,9,9,Premium,Kolkata
09-08-2024,13:07.5,card,112.28,Cortado,2024,August,9,10,High,Ahmedabad
09-08-2024,26:47.2,card,118.33,Americano with Milk,2024,August,9,10,High,Delhi
09-08-2024,28:08.7,card,49.27,Latte,2024,August,9,11,Low,Jaipur
09-08-2024,29:48.7,card,200.75,Americano,2024,August,9,11,Premium,Hyderabad
09-08-2024,56:27.7,card,176.48,Americano,2024,August,9,18,Premium,Pune
09-08-2024,03:06.6,card,62.98,Hot Chocolate,2024,August,9,19,Medium,Kochi
10-08-2024,36:44.6,card,29.77,Cappuccino,2024,August,10,8,Low,Mumbai
10-08-2024,37:57.1,card,173.32,Americano with Milk,2024,August,10,8,Premium,Kochi
10-08-2024,45:09.0,card,167.08,Cortado,2024,August,10,8,Premium,Hyderabad
10-08-2024,52:33.8,card,75.58,Cortado,2024,August,10,11,Medium,Kochi
10-08-2024,54:23.5,card,238.21,Americano,2024,August,10,11,Premium,Delhi
10-08-2024,15:10.9,card,46.25,Latte,2024,August,10,12,Low,Kolkata
10-08-2024,33:12.5,card,113.76,Americano with Milk,2024,August,10,12,High,Mumbai
10-08-2024,06:12.1,card,236.47,Latte,2024,August,10,16,Premium,Bangalore
10-08-2024,16:48.6,card,110.73,Cocoa,2024,August,10,21,High,Hyderabad
10-08-2024,17:41.1,card,163.25,Cocoa,2024,August,10,21,Premium,Chennai
10-08-2024,37:41.5,card,105.42,Cocoa,2024,August,10,21,High,Bangalore
11-08-2024,52:36.6,card,75.81,Latte,2024,August,11,9,Medium,Kochi
11-08-2024,53:43.6,card,246.15,Latte,2024,August,11,9,Premium,Hyderabad
11-08-2024,17:23.6,card,108.24,Americano with Milk,2024,August,11,10,High,Ahmedabad
11-08-2024,56:41.1,card,224.58,Cappuccino,2024,August,11,11,Premium,Chennai
11-08-2024,57:41.3,card,65.19,Americano with Milk,2024,August,11,11,Medium,Mumbai
11-08-2024,20:19.6,card,61.15,Cortado,2024,August,11,12,Medium,Pune
11-08-2024,53:51.6,card,17.47,Latte,2024,August,11,15,Low,Ahmedabad
11-08-2024,55:14.9,card,166.4,Americano with Milk,2024,August,11,15,Premium,Bangalore
11-08-2024,56:27.7,card,98.45,Cocoa,2024,August,11,15,Medium,Kolkata
11-08-2024,27:35.1,card,217.45,Cappuccino,2024,August,11,16,Premium,Delhi
11-08-2024,28:38.3,card,123.57,Espresso,2024,August,11,16,High,Pune
11-08-2024,30:32.5,card,242.37,Cortado,2024,August,11,21,Premium,Ahmedabad
11-08-2024,41:09.1,card,54.53,Latte,2024,August,11,21,Medium,Kolkata
11-08-2024,43:10.1,card,218.47,Latte,2024,August,11,21,Premium,Kolkata
11-08-2024,39:29.9,card,196.38,Cappuccino,2024,August,11,22,Premium,Hyderabad
12-08-2024,26:19.5,card,195.02,Hot Chocolate,2024,August,12,8,Premium,Ahmedabad
12-08-2024,15:04.8,card,212.75,Americano with Milk,2024,August,12,11,Premium,Mumbai
12-08-2024,19:29.5,card,192.65,Americano,2024,August,12,11,Premium,Kochi
12-08-2024,20:23.6,card,160.29,Latte,2024,August,12,11,Premium,Chennai
12-08-2024,44:28.4,card,41.5,Latte,2024,August,12,11,Low,Chennai
12-08-2024,04:03.4,card,17.81,Espresso,2024,August,12,14,Low,Bangalore
12-08-2024,05:06.9,card,231,Americano with Milk,2024,August,12,14,Premium,Bangalore
12-08-2024,33:33.1,card,158,Americano with Milk,2024,August,12,15,Premium,Chennai
12-08-2024,05:04.8,card,201.17,Americano with Milk,2024,August,12,18,Premium,Mumbai
12-08-2024,25:49.4,card,125.57,Americano with Milk,2024,August,12,21,High,Delhi
12-08-2024,37:38.0,card,38.15,Latte,2024,August,12,21,Low,Jaipur
12-08-2024,58:20.1,card,40.04,Cappuccino,2024,August,12,22,Low,Kochi
12-08-2024,59:18.5,card,174.54,Cappuccino,2024,August,12,22,Premium,Delhi
13-08-2024,44:30.2,card,113.27,Americano with Milk,2024,August,13,8,High,Hyderabad
